Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010085,000000000010000962,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010088,000000000010000962,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010188,000000000010000963,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010113,000000000010000977,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010082,000000000010000979,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010110,000000000010000980,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010112,000000000010000989,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010187,000000000010000989,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010087,000000000010001008,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010002373,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,000010010111,000000000010001009,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030001075,12/06/2023 00:00,12/06/2023 00:00,Line 1,1,12/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001076,12/06/2023 00:00,12/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001077,12/06/2023 00:00,12/06/2023 00:00,Line 1,1,12/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001078,12/06/2023 00:00,12/06/2023 00:00,Line 1,2,12/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010002374,13/06/2023 00:00,13/06/2023 00:00,Line 1,1,13/06/2023 00:00,0,0,000010010220,000000000010001217,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010002382,14/06/2023 00:00,14/06/2023 00:00,Line 1,2,13/06/2023 00:00,0,0,000010010258,000000000010000962,10,breakdown,,,A112,Kaduna Noodles
000010002382,14/06/2023 00:00,14/06/2023 00:00,Line 1,2,13/06/2023 00:00,0,0,000010010250,000000000010000989,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030001087,13/06/2023 00:00,13/06/2023 00:00,Line 1,1,13/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001088,13/06/2023 00:00,13/06/2023 00:00,Line 1,2,13/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001089,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,13/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001090,14/06/2023 00:00,14/06/2023 00:00,Line 1,2,13/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010002376,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,14/06/2023 00:00,0,0,000010010246,000000000010001006,,no breakdown,,,A112,Kaduna Noodles
000010002376,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,14/06/2023 00:00,0,0,000010010427,000000000010000974,5,breakdown,E-CW,ENG_CHECK_WEIGHER,A112,Kaduna Noodles
000010002376,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,14/06/2023 00:00,0,0,000010010462,000000000010001006,66,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010002377,15/06/2023 00:00,15/06/2023 00:00,Line 1,2,14/06/2023 00:00,0,0,000010010453,000000000010001006,6,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010002377,15/06/2023 00:00,15/06/2023 00:00,Line 1,2,14/06/2023 00:00,0,0,000010010454,000000000010001008,1,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030001097,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,14/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001098,14/06/2023 00:00,14/06/2023 00:00,Line 1,2,14/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001099,14/06/2023 00:00,14/06/2023 00:00,Line 1,1,14/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001100,14/06/2023 00:00,14/06/2023 00:00,Line 1,2,14/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010002378,15/06/2023 00:00,15/06/2023 00:00,Line 1,1,15/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010002381,16/06/2023 00:00,16/06/2023 00:00,Line 1,2,15/06/2023 00:00,0,0,000010010674,000000000010001008,2,breakdown,,,A112,Kaduna Noodles
000010002381,16/06/2023 00:00,16/06/2023 00:00,Line 1,2,15/06/2023 00:00,0,0,000010010675,000000000010001008,2,breakdown,,,A112,Kaduna Noodles
000010002381,16/06/2023 00:00,16/06/2023 00:00,Line 1,2,15/06/2023 00:00,0,0,000010010679,000000000010001016,3,breakdown,P-MANPOW,PROD_MANPOWER_ISSUE,A112,Kaduna Noodles
000030001107,15/06/2023 00:00,15/06/2023 00:00,Line 1,1,15/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001108,15/06/2023 00:00,15/06/2023 00:00,Line 1,2,15/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001109,15/06/2023 00:00,15/06/2023 00:00,Line 1,1,15/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001110,15/06/2023 00:00,15/06/2023 00:00,Line 1,2,15/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010002379,16/06/2023 00:00,16/06/2023 00:00,Line 1,1,16/06/2023 00:00,0,0,000010010766,000000000010000962,7,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010002380,17/06/2023 00:00,17/06/2023 00:00,Line 1,2,16/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001117,16/06/2023 00:00,16/06/2023 00:00,Line 1,1,16/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001118,16/06/2023 00:00,16/06/2023 00:00,Line 1,2,16/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001119,16/06/2023 00:00,16/06/2023 00:00,Line 1,1,16/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001120,16/06/2023 00:00,16/06/2023 00:00,Line 1,2,16/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001132,19/06/2023 00:00,19/06/2023 00:00,Line 1,1,19/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001133,19/06/2023 00:00,19/06/2023 00:00,Line 1,2,19/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001134,19/06/2023 00:00,19/06/2023 00:00,Line 1,1,19/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001135,19/06/2023 00:00,19/06/2023 00:00,Line 1,2,19/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001144,20/06/2023 00:00,20/06/2023 00:00,Line 1,1,20/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001145,20/06/2023 00:00,20/06/2023 00:00,Line 1,2,20/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001146,20/06/2023 00:00,20/06/2023 00:00,Line 1,1,20/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001147,20/06/2023 00:00,20/06/2023 00:00,Line 1,2,20/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001152,21/06/2023 00:00,21/06/2023 00:00,Line 1,1,21/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001153,21/06/2023 00:00,21/06/2023 00:00,Line 1,2,21/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001154,21/06/2023 00:00,21/06/2023 00:00,Line 1,1,21/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001155,21/06/2023 00:00,21/06/2023 00:00,Line 1,2,21/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001162,22/06/2023 00:00,22/06/2023 00:00,Line 1,1,22/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001163,22/06/2023 00:00,22/06/2023 00:00,Line 1,2,22/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001164,22/06/2023 00:00,22/06/2023 00:00,Line 1,1,22/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001165,22/06/2023 00:00,22/06/2023 00:00,Line 1,2,22/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001172,23/06/2023 00:00,23/06/2023 00:00,Line 1,1,23/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001173,23/06/2023 00:00,23/06/2023 00:00,Line 1,2,23/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001175,23/06/2023 00:00,23/06/2023 00:00,Line 1,2,23/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001188,23/06/2023 00:00,23/06/2023 00:00,Line 1,1,23/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001184,24/06/2023 00:00,24/06/2023 00:00,Line 1,1,24/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001185,24/06/2023 00:00,24/06/2023 00:00,Line 1,2,24/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001186,24/06/2023 00:00,24/06/2023 00:00,Line 1,1,24/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001187,24/06/2023 00:00,24/06/2023 00:00,Line 1,2,24/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001191,26/06/2023 00:00,26/06/2023 00:00,Line 1,1,26/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001192,26/06/2023 00:00,26/06/2023 00:00,Line 1,2,26/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001193,26/06/2023 00:00,26/06/2023 00:00,Line 1,1,26/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001194,26/06/2023 00:00,26/06/2023 00:00,Line 1,2,26/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001203,27/06/2023 00:00,27/06/2023 00:00,Line 1,1,27/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001204,27/06/2023 00:00,27/06/2023 00:00,Line 1,2,27/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001205,27/06/2023 00:00,27/06/2023 00:00,Line 1,1,27/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001206,27/06/2023 00:00,27/06/2023 00:00,Line 1,2,27/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001209,28/06/2023 00:00,28/06/2023 00:00,Line 1,1,28/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001210,28/06/2023 00:00,28/06/2023 00:00,Line 1,2,28/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001211,28/06/2023 00:00,28/06/2023 00:00,Line 1,1,28/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001212,28/06/2023 00:00,28/06/2023 00:00,Line 1,2,28/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001213,29/06/2023 00:00,29/06/2023 00:00,Line 1,1,29/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001214,29/06/2023 00:00,29/06/2023 00:00,Line 1,2,29/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001215,29/06/2023 00:00,29/06/2023 00:00,Line 1,1,29/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001216,29/06/2023 00:00,29/06/2023 00:00,Line 1,2,29/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001217,30/06/2023 00:00,30/06/2023 00:00,Line 1,1,30/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001218,30/06/2023 00:00,30/06/2023 00:00,Line 1,2,30/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001219,30/06/2023 00:00,30/06/2023 00:00,Line 1,1,30/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001220,30/06/2023 00:00,30/06/2023 00:00,Line 1,2,30/06/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001236,03/07/2023 00:00,03/07/2023 00:00,Line 1,1,03/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001237,03/07/2023 00:00,03/07/2023 00:00,Line 1,2,03/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001238,03/07/2023 00:00,03/07/2023 00:00,Line 1,1,03/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001239,03/07/2023 00:00,03/07/2023 00:00,Line 1,2,03/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001240,04/07/2023 00:00,04/07/2023 00:00,Line 1,1,04/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001241,04/07/2023 00:00,04/07/2023 00:00,Line 1,2,04/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001242,04/07/2023 00:00,04/07/2023 00:00,Line 1,1,04/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001243,04/07/2023 00:00,04/07/2023 00:00,Line 1,2,04/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001250,05/07/2023 00:00,05/07/2023 00:00,Line 1,1,05/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001251,05/07/2023 00:00,05/07/2023 00:00,Line 1,2,05/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001252,05/07/2023 00:00,05/07/2023 00:00,Line 1,1,05/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001253,05/07/2023 00:00,05/07/2023 00:00,Line 1,2,05/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001262,06/07/2023 00:00,06/07/2023 00:00,Line 1,1,06/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001263,06/07/2023 00:00,06/07/2023 00:00,Line 1,2,06/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001264,06/07/2023 00:00,06/07/2023 00:00,Line 1,1,06/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001265,06/07/2023 00:00,06/07/2023 00:00,Line 1,2,06/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001274,07/07/2023 00:00,07/07/2023 00:00,Line 1,1,07/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001275,07/07/2023 00:00,07/07/2023 00:00,Line 1,2,07/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001276,07/07/2023 00:00,07/07/2023 00:00,Line 1,1,07/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001277,07/07/2023 00:00,07/07/2023 00:00,Line 1,2,07/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001278,08/07/2023 00:00,08/07/2023 00:00,Line 1,1,08/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001279,08/07/2023 00:00,08/07/2023 00:00,Line 1,2,08/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001280,08/07/2023 00:00,08/07/2023 00:00,Line 1,1,08/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001281,08/07/2023 00:00,08/07/2023 00:00,Line 1,2,08/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001288,09/07/2023 00:00,09/07/2023 00:00,Line 1,1,09/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001289,09/07/2023 00:00,09/07/2023 00:00,Line 1,2,09/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001290,09/07/2023 00:00,09/07/2023 00:00,Line 1,1,09/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001291,09/07/2023 00:00,09/07/2023 00:00,Line 1,2,09/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001296,10/07/2023 00:00,10/07/2023 00:00,Line 1,1,10/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001297,10/07/2023 00:00,10/07/2023 00:00,Line 1,2,10/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001298,10/07/2023 00:00,10/07/2023 00:00,Line 1,1,10/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001299,10/07/2023 00:00,10/07/2023 00:00,Line 1,2,10/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001300,11/07/2023 00:00,11/07/2023 00:00,Line 1,1,11/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001301,11/07/2023 00:00,11/07/2023 00:00,Line 1,2,11/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001302,11/07/2023 00:00,11/07/2023 00:00,Line 1,1,11/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001303,11/07/2023 00:00,11/07/2023 00:00,Line 1,2,11/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001311,12/07/2023 00:00,12/07/2023 00:00,Line 1,1,12/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001312,12/07/2023 00:00,12/07/2023 00:00,Line 1,2,12/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001313,12/07/2023 00:00,12/07/2023 00:00,Line 1,1,12/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001314,12/07/2023 00:00,12/07/2023 00:00,Line 1,2,12/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001321,13/07/2023 00:00,13/07/2023 00:00,Line 1,1,13/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001322,13/07/2023 00:00,13/07/2023 00:00,Line 1,2,13/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001323,13/07/2023 00:00,13/07/2023 00:00,Line 1,1,13/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001324,13/07/2023 00:00,13/07/2023 00:00,Line 1,2,13/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001331,14/07/2023 00:00,14/07/2023 00:00,Line 1,1,14/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001332,15/07/2023 00:00,15/07/2023 00:00,Line 1,2,14/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001333,14/07/2023 00:00,14/07/2023 00:00,Line 1,1,14/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001334,15/07/2023 00:00,15/07/2023 00:00,Line 1,2,14/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001343,15/07/2023 00:00,15/07/2023 00:00,Line 1,1,15/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001344,15/07/2023 00:00,15/07/2023 00:00,Line 1,2,15/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001345,15/07/2023 00:00,15/07/2023 00:00,Line 1,1,15/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001346,15/07/2023 00:00,15/07/2023 00:00,Line 1,2,15/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001349,17/07/2023 00:00,17/07/2023 00:00,Line 1,1,17/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001350,17/07/2023 00:00,17/07/2023 00:00,Line 1,2,17/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001351,17/07/2023 00:00,17/07/2023 00:00,Line 1,1,17/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001352,17/07/2023 00:00,17/07/2023 00:00,Line 1,2,17/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001353,18/07/2023 00:00,18/07/2023 00:00,Line 1,1,18/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001354,18/07/2023 00:00,18/07/2023 00:00,Line 1,2,18/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001355,18/07/2023 00:00,18/07/2023 00:00,Line 1,1,18/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001356,18/07/2023 00:00,18/07/2023 00:00,Line 1,2,18/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001361,19/07/2023 00:00,19/07/2023 00:00,Line 1,1,19/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001362,19/07/2023 00:00,19/07/2023 00:00,Line 1,2,19/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001363,19/07/2023 00:00,19/07/2023 00:00,Line 1,1,19/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001364,19/07/2023 00:00,19/07/2023 00:00,Line 1,2,19/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001373,20/07/2023 00:00,20/07/2023 00:00,Line 1,1,20/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001374,20/07/2023 00:00,20/07/2023 00:00,Line 1,2,20/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001375,20/07/2023 00:00,20/07/2023 00:00,Line 1,1,20/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001376,20/07/2023 00:00,20/07/2023 00:00,Line 1,2,20/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001383,21/07/2023 00:00,21/07/2023 00:00,Line 1,1,21/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001384,21/07/2023 00:00,21/07/2023 00:00,Line 1,2,21/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001385,21/07/2023 00:00,21/07/2023 00:00,Line 1,1,21/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001386,21/07/2023 00:00,21/07/2023 00:00,Line 1,2,21/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001395,22/07/2023 00:00,22/07/2023 00:00,Line 1,1,22/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001396,22/07/2023 00:00,22/07/2023 00:00,Line 1,2,22/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001397,22/07/2023 00:00,22/07/2023 00:00,Line 1,1,22/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001398,22/07/2023 00:00,22/07/2023 00:00,Line 1,2,22/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001401,23/07/2023 00:00,23/07/2023 00:00,Line 1,1,23/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001402,23/07/2023 00:00,23/07/2023 00:00,Line 1,2,23/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001403,23/07/2023 00:00,23/07/2023 00:00,Line 1,1,23/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001404,23/07/2023 00:00,23/07/2023 00:00,Line 1,2,23/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001407,24/07/2023 00:00,24/07/2023 00:00,Line 1,1,24/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001408,24/07/2023 00:00,24/07/2023 00:00,Line 1,2,24/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001409,24/07/2023 00:00,24/07/2023 00:00,Line 1,1,24/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001410,24/07/2023 00:00,24/07/2023 00:00,Line 1,2,24/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001413,25/07/2023 00:00,25/07/2023 00:00,Line 1,1,25/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001414,25/07/2023 00:00,25/07/2023 00:00,Line 1,2,25/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001415,25/07/2023 00:00,25/07/2023 00:00,Line 1,1,25/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001416,25/07/2023 00:00,25/07/2023 00:00,Line 1,2,25/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001423,26/07/2023 00:00,26/07/2023 00:00,Line 1,1,26/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001424,26/07/2023 00:00,26/07/2023 00:00,Line 1,2,26/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001425,26/07/2023 00:00,26/07/2023 00:00,Line 1,1,26/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001426,26/07/2023 00:00,26/07/2023 00:00,Line 1,2,26/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001436,27/07/2023 00:00,27/07/2023 00:00,Line 1,1,27/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001437,27/07/2023 00:00,27/07/2023 00:00,Line 1,2,27/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030001438,27/07/2023 00:00,27/07/2023 00:00,Line 1,1,27/07/2023 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
